"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"134506";54000;180000;9000;-7789;7;180000;1;"F";"State servant";"Higher education";"Single / not married";"Core staff";"Government";"2";"0"
"187772";342000;254700;24939;-24271;4;225000;3;"M";"Commercial associate";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"182170";157500;419679;20542,5;-12405;4;346500;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"School";"2";"0"
"114263";162000;640080;29970;-12262;NA;450000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"1"
"109650";135000;170640;13612,5;-15685;NA;135000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Private service staff";"Services";"2";"0"
"265843";180000;405000;20250;-15786;NA;405000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Trade: type 3";"1";"0"
"110757";180000;592560;31153,5;-18367;NA;450000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"62859";157500;651600;34843,5;-17634;12;562500;3;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"3";"0"
"186769";139500;755190;36459;-20192;16;675000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"186587";157500;225000;12694,5;-22012;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"185559";112500;254700;16407;-13016;64;225000;1;"F";"Working";"Higher education";"Single / not married";"Accountants";"Self-employed";"2";"0"
"212479";90000;314100;17167,5;-10427;NA;225000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 3";"2";"0"
"52413";247500;1006920;51412,5;-15411;13;9e+05;2;"M";"Working";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 3";"2";"0"
"160829";157500;545040;26640;-10743;NA;450000;2;"F";"Working";"Higher education";"Married";"Core staff";"Trade: type 2";"2";"0"
"81067";225000;1699740;88141,5;-16056;5;1575000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"221208";90000;225000;12334,5;-15064;NA;225000;3;"F";"State servant";"Secondary / secondary special";"Single / not married";"Secretaries";"Medicine";"2";"0"
"130828";270000;1546020;42642;-21936;7;1350000;3;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"1"
"77236";117000;517500;20650,5;-22781;NA;517500;1;"F";"Working";"Secondary / secondary special";"Widow";"High skill tech staff";"Military";"2";"0"
"44787";270000;1546020;45333;-17952;NA;1350000;3;"M";"Commercial associate";"Higher education";"Married";NA;"Security";"1";"0"
"145198";180000;701730;66627;-20802;NA;675000;1;"F";"Working";"Secondary / secondary special";"Widow";"Cooking staff";"Kindergarten";"1";"0"
"90401";135000;1256400;36864;-18411;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Kindergarten";"2";"0"
"8954";121500;323388;21055,5;-16558;NA;292500;2;"F";"Working";"Secondary / secondary special";"Married";"Secretaries";"Medicine";"2";"0"
"133915";180000;312768;17095,5;-16909;13;270000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"188674";54000;566055;16353;-22402;NA;472500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"243010";135000;675000;34465,5;-16257;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"3";"1"
"255044";94500;180000;9000;-7731;NA;180000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"0"
"49047";112500;180000;9000;-8823;14;180000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 1";"2";"0"
"129797";180000;970380;31302;-11146;NA;810000;1;"M";"Working";"Higher education";"Single / not married";"Laborers";"Business Entity Type 3";"2";"0"
"86510";270000;640080;29970;-14424;NA;450000;4;"F";"Commercial associate";"Incomplete higher";"Married";"Managers";"Self-employed";"2";"1"
"196720";180000;1762110;48586,5;-13104;NA;1575000;2;"F";"Working";"Incomplete higher";"Married";"Laborers";"Business Entity Type 2";"1";"0"
"111456";157500;354519;27967,5;-15828;NA;328500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Self-employed";"2";"0"
"218633";144000;119893,5;14355;-18772;NA;103500;2;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Business Entity Type 2";"2";"0"
"141928";90000;229500;15466,5;-15531;NA;229500;3;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"2";"0"
"246388";112500;276277,5;14593,5;-19351;NA;238500;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"0"
"205796";301500;1185120;39298,5;-15941;NA;9e+05;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 2";"1";"0"
"264305";175500;263686,5;16258,5;-21484;NA;238500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"212103";225000;135000;15358,5;-12011;3;135000;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Self-employed";"2";"0"
"81499";247500;1506816;45814,5;-16011;NA;1350000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Waiters/barmen staff";"Transport: type 4";"2";"0"
"67881";315000;323194,5;23112;-22158;13;279000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Industry: type 12";"2";"0"
"167907";180000;659025;42246;-14851;NA;562500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Services";"2";"0"
"209593";58500;288873;16713;-21904;NA;238500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"171108";112500;755190;29947,5;-20238;NA;675000;3;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"295808";171000;296280;15277,5;-14017;2;225000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Medicine staff";"Medicine";"2";"0"
"279335";67500;135000;6750;-7809;NA;135000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Culture";"2";"0"
"141305";72000;76500;8235;-12532;9;76500;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"293886";202500;1428408;74673;-23621;NA;1350000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"274901";81000;314100;16573,5;-12780;NA;225000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Core staff";"Agriculture";"3";"0"
"102695";90000;808650;26217;-21665;8;675000;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"59510";144000;9e+05;29034;-13583;17;9e+05;3;"M";"Commercial associate";"Incomplete higher";"Married";"Managers";"Industry: type 4";"3";"0"
"216604";112500;180000;9000;-8848;NA;180000;3;"F";"Working";"Incomplete higher";"Married";NA;"Business Entity Type 3";"2";"0"
"244784";112500;45000;4207,5;-10827;NA;45000;3;"F";"Working";"Higher education";"Married";"Sales staff";"Trade: type 2";"2";"0"
"82212";216000;389844;20034;-19645;NA;315000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Medicine staff";"Medicine";"2";"0"
"76633";135000;314100;17167,5;-11540;14;225000;5;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"258539";225000;592560;25236;-16288;NA;450000;2;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"3";"0"
"6202";157500;284400;22599;-11124;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 1";"2";"1"
"262771";175500;1235587,5;38794,5;-20453;NA;1107000;2;"F";"Working";"Higher education";"Married";NA;"Business Entity Type 2";"2";"0"
"275796";225000;746280;59094;-11651;15;675000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"1"
"53319";166500;455040;19260;-15996;NA;360000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"216289";112500;436032;21339;-18297;NA;360000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"3";"0"
"147884";135000;760225,5;30150;-19666;20;679500;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"294547";405000;728460;44694;-11478;65;675000;2;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"3";"0"
"41947";180000;479974,5;25128;-15366;NA;364500;2;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"0"
"117418";90000;127350;13639,5;-9531;NA;112500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"0"
"71257";135000;436032;21339;-22201;NA;360000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"1526";247500;284256;28111,5;-13723;0;270000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"1";"0"
"45777";135000;766404;20214;-15004;NA;549000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"2";"0"
"114682";225000;403083;31324,5;-18397;8;373500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"260317";67500;518562;24160,5;-10628;NA;463500;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"232300";225000;1030680;65997;-11490;NA;9e+05;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Realty agents";"Other";"1";"0"
"49218";112500;337500;16875;-11333;15;337500;3;"F";"State servant";"Higher education";"Civil marriage";NA;"Government";"2";"0"
"170123";126000;675000;21906;-8413;NA;675000;1;"F";"Working";"Incomplete higher";"Separated";"Laborers";"Bank";"2";"0"
"106158";405000;153000;18288;-9123;NA;153000;2;"F";"Working";"Incomplete higher";"Separated";"High skill tech staff";"Business Entity Type 3";"2";"0"
"272382";292500;545040;26640;-17874;NA;450000;2;"M";"Commercial associate";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"193536";90000;495351;26518,5;-16745;NA;459000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Business Entity Type 3";"2";"0"
"299122";157500;45000;4774,5;-9991;NA;45000;3;"M";"State servant";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"0"
"5159";337500;450000;30573;-14141;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"1";"0"
"260177";225000;585000;29250;-17479;NA;585000;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"1";"0"
"292768";225000;675000;19476;-21957;NA;675000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";NA;"XNA";"3";"0"
"53342";112500;853285,5;27859,5;-10060;64;648000;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 2";"3";"1"
"273415";135000;1011402;29700;-14809;NA;724500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"0"
"20308";90000;315000;15750;-18903;NA;315000;2;"F";"Working";"Secondary / secondary special";"Married";"Realty agents";"Realtor";"2";"0"
"255826";90000;284400;13833;-12438;NA;225000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"56990";81000;622188;22477,5;-19626;NA;472500;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Medicine";"2";"0"
"71055";90000;312768;21028,5;-12159;4;270000;4;"F";"Working";"Higher education";"Married";"Core staff";"Medicine";"3";"0"
"66438";126000;199080;13432,5;-15834;NA;157500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"3";"1"
"163653";135000;1288350;37800;-15252;6;1125000;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 2";"3";"0"
"157688";112500;502497;28188;-14665;NA;454500;2;"F";"Commercial associate";"Higher education";"Single / not married";NA;"Self-employed";"2";"0"
"158472";112500;301500;14184;-18249;NA;301500;2;"F";"Working";"Higher education";"Married";"Core staff";"Kindergarten";"2";"0"
"286873";135000;1078200;31653;-8433;NA;9e+05;1;"M";"Commercial associate";"Incomplete higher";"Single / not married";"Security staff";"Security";"3";"0"
"96698";360000;1256400;33273;-15823;NA;9e+05;2;"F";"Commercial associate";"Higher education";"Married";"Core staff";"School";"1";"0"
"27795";180000;495351;50125,5;-11675;NA;459000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Self-employed";"2";"0"
"299717";135000;904500;36000;-10432;64;904500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"294486";139500;675000;19867,5;-22754;10;675000;2;"F";"State servant";"Secondary / secondary special";"Married";NA;"Medicine";"2";"0"
"265017";270000;916470;25330,5;-12089;6;765000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Transport: type 4";"2";"0"
"38058";63000;180000;9000;-13231;NA;180000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Accountants";"Government";"3";"0"
"188074";135000;545040;20547;-13341;5;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"65357";112500;327024;16033,5;-12524;NA;270000;5;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"243990";157500;1963494;51925,5;-19664;NA;1755000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 7";"2";"0"
"172781";135000;477792;12730,5;-13187;NA;378000;2;"M";"Pensioner";"Lower secondary";"Civil marriage";NA;"XNA";"2";"0"
"129195";157500;315666;23728,5;-21097;NA;292500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"61795";360000;571446;18562,5;-20345;4;477000;1;"M";"Working";"Secondary / secondary special";"Separated";"Drivers";"Other";"3";"0"
"125852";225000;625536;31936,5;-17634;NA;540000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Self-employed";"2";"0"
"251676";135000;314055;16164;-21220;NA;238500;3;"F";"State servant";"Secondary / secondary special";"Civil marriage";"Laborers";"Housing";"2";"0"
"152782";135000;553806;28273,5;-14211;NA;495000;2;"M";"Working";"Secondary / secondary special";"Married";NA;"Trade: type 7";"2";"0"
"264297";225000;675000;17937;-9881;NA;675000;4;"M";"Working";"Higher education";"Married";"Medicine staff";"Medicine";"3";"0"
"218795";81000;254700;13315,5;-21143;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"283978";112500;288000;22752;-16596;NA;288000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"127888";90000;808650;26217;-13588;NA;675000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Accountants";"Police";"2";"0"
"165424";184500;450000;19066,5;-22825;NA;450000;2;"F";"Working";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"192464";112500;315000;25254;-10334;16;315000;2;"F";"Working";"Higher education";"Married";NA;"Self-employed";"2";"0"
"14320";202500;1113840;57001,5;-10626;3;9e+05;3;"F";"State servant";"Higher education";"Married";"Laborers";"Government";"1";"0"
"186705";225000;331110;34897,5;-9882;NA;292500;1;"M";"Commercial associate";"Higher education";"Single / not married";"Core staff";"Police";"1";"0"
"127009";270000;339241,5;12312;-15314;14;238500;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 3";"3";"0"
"182098";135000;194076;8676;-16520;64;162000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Laborers";"Postal";"1";"0"
"9175";126000;248760;25488;-16788;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"146881";45000;254700;14350,5;-24387;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"245984";121500;755190;36459;-12188;NA;675000;2;"F";"Commercial associate";"Higher education";"Married";"Medicine staff";"Business Entity Type 3";"3";"0"
