"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"40849";112500;1029658,5;34159,5;-17266;8;922500;3;"M";"Commercial associate";"Higher education";"Married";"Managers";"Self-employed";"2";"0"
"77754";166500;450000;22500;-18235;NA;450000;2;"M";"Commercial associate";"Higher education";"Married";"Core staff";"Business Entity Type 3";"2";"0"
"226815";180000;263686,5;26208;-14479;NA;238500;1;"M";"Working";"Higher education";"Single / not married";"High skill tech staff";"Government";"2";"0"
"146356";135000;325908;16767;-14723;NA;247500;5;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"150931";202500;1325475;54832,5;-18030;7;1125000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Industry: type 9";"1";"0"
"153888";76500;135000;9148,5;-11553;12;135000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 2";"3";"0"
"19413";76500;118602;6183;-23760;NA;99000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"219923";216000;675000;49117,5;-20598;NA;675000;2;"M";"Working";"Higher education";"Married";"";"Government";"1";"0"
"142123";675000;1372500;38668,5;-13406;1;1372500;2;"F";"Working";"Higher education";"Civil marriage";"Accountants";"Transport: type 4";"2";"0"
"188237";135000;170640;11533,5;-17329;NA;135000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Security staff";"Security";"2";"0"
"134406";117000;450000;21888;-9592;NA;450000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 2";"2";"0"
"146637";49500;545040;19705,5;-23773;NA;450000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"0"
"69521";121500;614475;30015;-11857;NA;432000;4;"F";"Commercial associate";"Higher education";"Civil marriage";"Sales staff";"Self-employed";"2";"0"
"209736";247500;582804;28165,5;-14311;20;463500;2;"F";"Commercial associate";"Higher education";"Civil marriage";"Medicine staff";"Medicine";"2";"0"
"179265";225000;688500;25515;-12663;NA;688500;1;"F";"Commercial associate";"Higher education";"Single / not married";"Accountants";"Business Entity Type 3";"2";"0"
"173";180000;675000;36747;-12147;NA;675000;2;"F";"Commercial associate";"Higher education";"Single / not married";"Core staff";"Trade: type 2";"2";"0"
"271434";175500;1024740;49428;-18690;NA;9e+05;1;"F";"Working";"Secondary / secondary special";"Separated";"";"Business Entity Type 3";"2";"0"
"273431";112500;877500;25785;-18142;NA;877500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Industry: type 9";"2";"0"
"295811";90000;152820;8662,5;-24316;NA;135000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"0"
"120208";278910;2931660;74241;-11276;NA;2700000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Managers";"Trade: type 3";"2";"0"
"27824";112500;267102;31828,5;-18160;33;247500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"79288";315000;1174090,5;46692;-10022;NA;1080000;3;"F";"Working";"Higher education";"Married";"Core staff";"Trade: type 3";"2";"0"
"277321";135000;157500;7875;-21808;64;157500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"222264";72000;755190;30078;-22370;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"113636";58500;254700;14751;-18286;NA;225000;2;"F";"Working";"Higher education";"Married";"Core staff";"Government";"2";"0"
"299734";112500;225000;17905,5;-17607;NA;225000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Industry: type 11";"3";"0"
"244529";225000;305221,5;17172;-17748;NA;252000;2;"F";"State servant";"Secondary / secondary special";"Civil marriage";"Medicine staff";"Other";"2";"0"
"269478";229500;247275;22810,5;-14451;NA;225000;4;"F";"State servant";"Secondary / secondary special";"Married";"";"School";"2";"0"
"267202";225000;946764;40243,5;-16393;6;765000;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"University";"2";"0"
"227460";67500;568800;17437,5;-19455;NA;450000;2;"F";"State servant";"Secondary / secondary special";"Married";"Cooking staff";"School";"2";"0"
"128272";139500;101880;10206;-18178;NA;90000;1;"F";"Working";"Secondary / secondary special";"Separated";"";"Business Entity Type 2";"2";"0"
"167116";76500;593010;17469;-15051;NA;495000;4;"M";"Working";"Lower secondary";"Married";"";"Business Entity Type 3";"2";"0"
"69874";166500;679500;19867,5;-21436;NA;679500;1;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Housing";"2";"0"
"180675";202500;521280;31630,5;-12015;12;450000;3;"M";"Working";"Secondary / secondary special";"Married";"";"Other";"2";"0"
"6070";540000;935640;98379;-12713;12;9e+05;4;"M";"Commercial associate";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"189823";112500;225000;10822,5;-10044;NA;225000;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"230898";157500;9e+05;43429,5;-18149;NA;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Other";"2";"0"
"147409";225000;781920;25101;-20237;NA;675000;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"135538";315000;1078200;38331;-10232;NA;9e+05;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Security";"2";"0"
"244669";180000;171000;7375,5;-25082;NA;171000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"0"
"87112";90000;985500;28813,5;-18238;NA;985500;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"3";"0"
"124173";112500;325908;12879;-16221;2;247500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Security";"2";"0"
"306572";135000;450000;23562;-11102;13;450000;2;"F";"Commercial associate";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"132339";90000;225000;20637;-11794;2;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"164355";180000;180000;9000;-16307;1;180000;2;"M";"Working";"Secondary / secondary special";"Married";"";"Government";"2";"0"
"240653";126000;225000;12204;-8919;NA;225000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Emergency";"2";"0"
"189212";103500;284400;13387,5;-11043;NA;225000;3;"F";"Commercial associate";"Incomplete higher";"Married";"Core staff";"Mobile";"2";"0"
"47162";90000;279000;14737,5;-10729;NA;279000;2;"F";"State servant";"Secondary / secondary special";"Married";"";"Other";"2";"0"
"114920";180000;518562;25078,5;-17190;5;463500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Transport: type 2";"3";"0"
"199822";157500;263686,5;15268,5;-10840;NA;238500;1;"F";"State servant";"Higher education";"Single / not married";"Core staff";"Government";"3";"0"
"232684";72000;343800;13090,5;-12746;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"3";"0"
"298473";202500;312768;25074;-12058;NA;270000;1;"F";"Working";"Higher education";"Single / not married";"";"Other";"1";"0"
"31795";171000;656811;36805,5;-19384;NA;567000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"7135";225000;1515415,5;40104;-22814;2;1354500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"1";"0"
"96288";238500;1102171,5;46827;-15024;7;945000;3;"F";"State servant";"Higher education";"Civil marriage";"Managers";"Other";"3";"0"
"170600";126000;521280;22959;-20108;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"172870";360000;1271929,5;48577,5;-17987;2;1170000;2;"F";"Working";"Higher education";"Married";"";"School";"1";"0"
"69185";157500;691020;22419;-18931;NA;495000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Other";"1";"0"
"252562";112500;405000;20970;-14526;24;405000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"3";"0"
"110604";135000;430582,5;21073,5;-23643;NA;355500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"1";"0"
"7122";157500;450000;22500;-15317;12;450000;2;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"0"
"87356";67500;76410;8104,5;-11086;NA;67500;3;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"244845";315000;1006920;48573;-12767;1;9e+05;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Medicine";"2";"0"
"179786";157500;540000;27000;-15337;2;540000;2;"M";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"1796";225000;225000;17775;-13891;3;225000;2;"M";"Commercial associate";"Higher education";"Married";"Core staff";"Telecom";"1";"0"
"15245";108000;855882;36391,5;-15027;15;765000;2;"F";"Working";"Lower secondary";"Married";"Laborers";"Industry: type 3";"3";"0"
"135798";117000;167076;12622,5;-14902;NA;135000;3;"F";"Working";"Incomplete higher";"Civil marriage";"Laborers";"Industry: type 9";"2";"0"
"226092";112500;526491;19039,5;-13730;NA;454500;4;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Business Entity Type 3";"2";"0"
"139541";72000;593010;19260;-21695;2;495000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"152500";112500;348264;23404,5;-12299;NA;315000;1;"M";"Working";"Lower secondary";"Separated";"Drivers";"Self-employed";"3";"0"
"31758";207000;808650;26217;-15914;NA;675000;2;"F";"State servant";"Secondary / secondary special";"Civil marriage";"";"Other";"2";"0"
"6508";202500;770292;32634;-20521;9;688500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"115435";135000;420894;22963,5;-16949;9;301500;2;"F";"Commercial associate";"Higher education";"Married";"Managers";"Postal";"2";"0"
"39969";112500;112500;6588;-17477;NA;112500;2;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"293679";202500;755190;32125,5;-20888;NA;675000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"3";"0"
"201798";135000;848745;37516,5;-16706;NA;675000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"230317";157500;1042560;34587;-11125;8;9e+05;2;"F";"Working";"Higher education";"Civil marriage";"Managers";"Other";"2";"0"
"258086";225000;808650;31464;-13481;NA;675000;4;"M";"State servant";"Secondary / secondary special";"Married";"Laborers";"Medicine";"2";"0"
"106289";73561,5;455040;12001,5;-13959;16;360000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 3";"3";"0"
"192493";157500;1078200;31653;-11022;24;9e+05;2;"F";"Working";"Higher education";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"19868";54000;269550;13095;-20415;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"3";"0"
"139790";328500;2250000;59355;-19180;9;2250000;2;"M";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"227706";202500;148500;8653,5;-17886;NA;148500;1;"F";"Working";"Higher education";"Single / not married";"High skill tech staff";"Trade: type 6";"2";"0"
"44221";99000;239850;23719,5;-20047;NA;225000;2;"M";"Working";"Higher education";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"104430";126000;781920;28215;-22482;NA;675000;1;"F";"Working";"Higher education";"Single / not married";"Core staff";"Security Ministries";"3";"0"
"64399";135000;450000;22018,5;-22849;NA;450000;1;"F";"Working";"Secondary / secondary special";"Widow";"Medicine staff";"Medicine";"3";"0"
"263799";180000;225000;13594,5;-15868;NA;225000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"168069";157500;545040;26640;-12239;NA;450000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"18916";54000;733500;24241,5;-22435;NA;733500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"92565";144000;215640;15466,5;-21812;NA;180000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"190363";225000;514777,5;31621,5;-12237;NA;477000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"3";"0"
"155802";202500;1080504;28633,5;-12664;NA;774000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Laborers";"Other";"1";"0"
"21918";67500;454500;17608,5;-17058;7;454500;1;"F";"Working";"Higher education";"Separated";"Drivers";"Construction";"2";"0"
"274924";225000;957033;55579,5;-23315;6;904500;2;"M";"Pensioner";"Higher education";"Married";"";"XNA";"1";"0"
"166021";157500;450000;35685;-20336;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"0"
"165374";135000;229500;12447;-11788;6;229500;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Government";"2";"0"
"277779";157500;180000;9000;-13995;NA;180000;3;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Housing";"2";"0"
"208231";62100;1288350;37800;-22691;NA;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"284224";135000;497520;28692;-14829;NA;450000;2;"F";"Working";"Higher education";"Married";"Sales staff";"Self-employed";"2";"0"
"82672";225000;270000;26302,5;-20744;4;270000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"202691";63000;180000;9000;-20898;NA;112500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"0"
"103344";112500;675000;32472;-15518;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 1";"2";"0"
"269306";37800;459000;13284;-20373;NA;459000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"217455";202500;351792;18090;-11222;NA;252000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"55554";58500;125136;7785;-21400;NA;99000;1;"F";"Pensioner";"Lower secondary";"Widow";"";"XNA";"2";"0"
"150849";112500;270000;13261,5;-17677;NA;270000;2;"F";"Working";"Higher education";"Single / not married";"Core staff";"Religion";"2";"0"
"171264";72000;225000;11250;-13927;NA;225000;4;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Trade: type 6";"2";"0"
"29231";130500;295254;15205,5;-18828;16;211500;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"130882";180000;1494486;41224,5;-11944;11;1305000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Accountants";"Industry: type 1";"2";"0"
"107582";270000;454500;27805,5;-9164;NA;454500;1;"M";"Working";"Higher education";"Single / not married";"Sales staff";"Business Entity Type 3";"2";"0"
"23755";166500;225000;11250;-14160;16;225000;4;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"150909";58500;178213,5;14418;-14613;NA;144000;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"147146";202500;270000;13500;-15825;5;270000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Transport: type 3";"2";"0"
"42262";146250;1078200;31653;-13136;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Postal";"3";"0"
"185119";90000;202500;10125;-11098;NA;202500;3;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"0"
"271741";112500;521280;19449;-24178;NA;450000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"1";"0"
"43416";157500;521280;41062,5;-16634;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"136703";193500;481495,5;36000;-14482;NA;454500;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"57072";225000;180000;9000;-9482;NA;180000;2;"M";"Commercial associate";"Higher education";"Married";"HR staff";"Business Entity Type 3";"2";"0"
"188185";675000;450000;50904;-10909;6;450000;1;"M";"Working";"Higher education";"Single / not married";"Core staff";"Medicine";"2";"0"
"73407";225000;315000;15318;-14050;6;315000;2;"M";"Working";"Higher education";"Married";"High skill tech staff";"Industry: type 9";"2";"0"
